"mNo","lat","lon","easting","northing","height","st.code","type","type_area","country","Koppen","pm10.obs","pm10.LE","region","Koppen3","Koppen3a","KA","KA2","dg","TIME"
1315,38.473331451416,-6.92361116409302,2847.8751848213,1874.20693600682,393,"ES0011R","background","rural","ES",7,17,23.1574192047119,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-14 00:00:00 CEST"
1318,41.3938903808594,0.734722018241882,3545.1519367242,2080.15003996179,470,"ES0014R","background","rural","ES",7,15,8.80301094055176,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-14 00:00:00 CEST"
1320,42.6347236633301,-7.70472192764282,2879.44603738448,2340.64229493407,506,"ES0016R","background","rural","ES",15,6,13.4417095184326,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
1341,41.693058013916,2.44194507598877,3690.57244467683,2097.20333413427,208,"ES1222A","background","rural","ES",9,27,17.5775356292725,"ES.PT","Csb","Csb","Cs","SE","SE","2009-06-14 00:00:00 CEST"
1370,43.4061126708984,-2.70388889312744,3294.82022944587,2342.44659116059,116,"ES1491A","background","rural","ES",99,20.0830001831055,16.4957962036133,"ES.PT","ZZZ","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
1384,40.5547218322754,0.372777998447418,3504.16495359571,1991.69476287195,181,"ES1542A","background","rural","ES",8,13,9.01284503936768,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
1385,40.7350006103516,-0.169443994760513,3460.91731071223,2017.50345323643,619,"ES1543A","background","rural","ES",7,19.7709999084473,8.38406276702881,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-14 00:00:00 CEST"
1414,39.8491668701172,-5.93972206115723,2960.80121117075,2005.22448258825,376,"ES1616A","background","rural","ES",8,23,20.4674167633057,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
1428,36.2333335876465,-5.66249990463257,2910.94769276319,1607.47877307385,189,"ES1648A","background","rural","ES",8,35,25.0350399017334,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
1430,37.9966659545898,-5.66638898849487,2945.8303688313,1798.96292196493,573,"ES1654A","background","rural","ES",8,49,20.8450355529785,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
1433,42.2083320617676,-1.58555603027344,3365.22094395715,2196.30363188723,475,"ES1660A","background","rural","ES",15,39.1669998168945,11.9922666549683,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
1434,42.0747222900391,-1.6269439458847,3359.71926457667,2182.16973678443,383,"ES1661A","background","rural","ES",15,42.2080001831055,11.9922666549683,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
1435,42.3083343505859,-1.80833303928375,3348.62405957176,2210.13060431241,460,"ES1662A","background","rural","ES",15,8.66699981689453,11.7822542190552,"ES.PT","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
1438,39.7080574035645,-0.831943988800049,3390.49947783536,1912.63536904132,430,"ES1671A","background","rural","ES",7,21.2549991607666,9.20840358734131,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-14 00:00:00 CEST"
1484,40.3688888549805,-4.39694499969482,3100.49861547207,2035.5322404067,549,"ES1808A","background","rural","ES",8,29.125,20.8268241882324,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
1486,40.2519454956055,-4.27472305297852,3108.49858142279,2020.80957955444,512,"ES1810A","background","rural","ES",8,37.5,20.8268241882324,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
1487,40.1672210693359,-3.27666711807251,3190.75892977413,1996.11864708007,764,"ES1811A","background","rural","ES",7,49.9169998168945,17.1142482757568,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-14 00:00:00 CEST"
1498,39.6788902282715,2.68777799606323,3691.26611389847,1873.29456173309,172,"ES1827A","background","rural","ES",7,6.36499977111816,10.5485706329346,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-14 00:00:00 CEST"
1500,39.6347236633301,2.63055610656738,3685.92503826597,1868.90973049589,109,"ES1829A","background","rural","ES",7,19.1959991455078,10.5485706329346,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-14 00:00:00 CEST"
1501,38.9430541992188,1.43055605888367,3575.17350699396,1803.74155244757,12,"ES1831A","background","rural","ES",99,18.7630004882812,17.4018020629883,"ES.PT","ZZZ","BSh","BS","SE","SE","2009-06-14 00:00:00 CEST"
1523,37.0180549621582,-6.569167137146,2847.17035470997,1709.6222585202,22,"ES1878A","background","rural","ES",8,41,21.926815032959,"ES.PT","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
1535,38.4516677856445,-1.06472194194794,3352.43272736456,1777.89632484062,642,"ES1913A","background","rural","ES",7,24,9.84162712097168,"ES.PT","BSk","BSk","BS","SE","SE","2009-06-14 00:00:00 CEST"
1628,50.1294441223145,1.61166703701019,3722.65488720185,3036.17445231667,30,"FR18039","background","rural","FR",15,17,9.057373046875,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
1663,49.304859161377,1.21436405181885,3683.67391306586,2948.33455375521,10,"FR25049","background","rural","FR",15,17,13.0386295318604,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
1776,44.5207405090332,5.08987188339233,3930.18065076994,2391.70578341486,460,"FR36005","background","rural","FR",15,27,7.58649396896362,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
1813,45.7318077087402,4.98054504394531,3930.10148479557,2526.41653070583,235,"FR20045","background","rural","FR",15,21,7.71557235717773,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
1854,49.151668548584,-0.352777987718582,3568.4410828367,2946.23784650028,22,"FR21019","background","rural","FR",15,15,12.8725938796997,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
1868,49.0658073425293,5.78555583953857,4013.13745233588,2892.44311843046,225,"FR30033","background","rural","FR",15,15,4.64361906051636,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
1877,46.6566696166992,-0.743681013584137,3501.13242863312,2675.40596233893,143,"FR23124","background","rural","FR",15,15,12.9473085403442,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
1974,43.4049987792969,5.06444406509399,3920.46960640971,2268.3552961613,1,"FR02005","background","rural","FR",8,27,22.0715103149414,"FR.BENELUX","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
1979,49.0961112976074,6.17277812957764,4041.56486064609,2894.26362660268,185,"FR01017","background","rural","FR",15,16,6.92732095718384,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
2043,43.6302795410156,0.179721996188164,3529.06380941396,2332.09020971301,175,"FR12020","background","rural","FR",26,26,9.38814544677734,"FR.BENELUX","Dfb","Dfb","ZZZ","EE","EE","2009-06-14 00:00:00 CEST"
2058,49.9163627624512,0.957177996635437,3673.35271279159,3018.17583613005,80,"FR25045","background","rural","FR",99,13,9.57059955596924,"FR.BENELUX","ZZZ","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
2072,49.9166679382324,4.59138917922974,3932.91132648078,2992.54810076647,395,"FR14008","background","rural","FR",15,20,6.43110609054565,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
2138,50.5330543518066,2.83998894691467,3814.2597605234,3071.59348946207,10,"FR11030","background","rural","FR",15,26,9.86686325073242,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
2189,45.2599983215332,1.75999999046326,3674.71122873645,2496.62411579513,236,"FR35006","background","rural","FR",15,19,5.27072238922119,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
2230,48.1936111450195,5.93722200393677,4018.97984102942,2794.98476050336,340,"FR30029","background","rural","FR",15,15,4.37160396575928,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
2232,49.1259727478027,7.38174676895142,4129.89795032481,2893.71721356612,349,"FR22017","background","rural","FR",15,9,7.66444253921509,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
2242,48.3641662597656,2.23694396018982,3746.73541605779,2835.87441923172,134,"FR04066","background","rural","FR",15,20,5.59157228469849,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
2251,48.8611106872559,1.6761109828949,3711.53403419811,2895.35511957821,98,"FR04322","background","rural","FR",15,19,11.2535333633423,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
2252,48.3544425964355,2.64666700363159,3776.82076351864,2831.69145422365,127,"FR04328","background","rural","FR",15,18,4.84647226333618,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
3003,44.7649993896484,9.0533332824707,4245.91685375867,2406.4397522263,580,"IT1904A","background","rural","IT",14,17,7.51976537704468,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3008,43.6602783203125,11.9016666412354,4474.75697544821,2285.42565537986,650,"IT1681A","background","rural","IT",14,5,10.6243438720703,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3017,44.8080558776855,8.31027793884277,4187.09433969461,2412.25404008988,250,"IT1948A","background","rural","IT",14,24,10.2974681854248,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3019,44.6575012207031,10.2888889312744,4343.95710992444,2394.08529177756,202,"IT1911A","background","rural","IT",14,20,9.42169761657715,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3040,43.0697212219238,12.5658330917358,4530.53808275623,2221.61726760659,209,"IT1902A","background","rural","IT",8,8,7.63075637817383,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
3054,45.497501373291,9.55638885498047,4286.27531265509,2487.33802828825,115,"IT1464A","background","rural","IT",14,33,14.0040969848633,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3084,44.4136123657227,8.16749954223633,4174.7643681248,2368.78339622215,390,"IT1519A","background","rural","IT",14,29,11.0959596633911,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3099,43.3355560302734,13.6747217178345,4619.67375812323,2254.80010655796,110,"IT1796A","background","rural","IT",8,21,9.06945705413818,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
3126,41.6699981689453,13.6744441986084,4628.04806455391,2070.54786938628,388,"IT0992A","background","rural","IT",8,25,8.27384567260742,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
3131,44.8397216796875,11.9611110687256,4476.31957824371,2416.29096569359,-2,"IT1179A","background","rural","IT",14,19,8.73410034179688,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3138,43.4680557250977,12.9522218704224,4560.44630554285,2266.88284482515,550,"IT1773A","background","rural","IT",8,27,7.41620302200317,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
3150,40.4588890075684,18.1161117553711,5011.26842203401,1966.1296507946,10,"IT1665A","background","rural","IT",8,19,11.2091217041016,"AT.CH.IT","Csa","Csa","Cs","SE","SE","2009-06-14 00:00:00 CEST"
3197,45.335277557373,9.45277786254883,4278.03888392943,2469.39024447701,83,"IT1418A","background","rural","IT",14,30,16.065450668335,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3216,41.6652793884277,15.9449996948242,4817.46225272649,2082.1024272651,30,"IT1601A","background","rural","IT",14,14,6.17224788665771,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3231,45.2900009155273,11.6430549621582,4450.08740080418,2465.63007613167,18,"IT1870A","background","rural","IT",14,14,12.967887878418,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3237,44.5566673278809,8.94194412231445,4236.77232093811,2383.45328553214,80,"IT1178A","background","rural","IT",14,31,14.2060823440552,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3245,46.1969451904297,11.1147222518921,4407.14043907491,2565.51922075236,227,"IT1930A","background","rural","IT",26,23,8.11653518676758,"AT.CH.IT","Dfb","Dfb","ZZZ","EE","EE","2009-06-14 00:00:00 CEST"
3258,43.9161109924316,11.0069446563721,4402.06329174041,2312.3782358174,48,"IT1553A","background","rural","IT",14,22,13.5343933105469,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3280,44.662223815918,11.6394443511963,4451.25914859186,2395.99275671015,11,"IT1451A","background","rural","IT",14,22,8.50681972503662,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3281,44.8730545043945,10.6638889312744,4373.5547006724,2418.18381779827,22,"IT1914A","background","rural","IT",14,18,10.1877536773682,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3282,45.8519439697266,9.71388912200928,4298.74851296774,2526.61670189919,47,"IT1646A","background","rural","IT",15,32,10.1070785522461,"AT.CH.IT","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
3288,44.9969444274902,11.0708332061768,4405.57963085695,2432.30031937075,16,"IT1865A","background","rural","IT",14,25,8.21213722229004,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3309,45.1755561828613,7.55999994277954,4128.92547281852,2454.65006522476,337,"IT1121A","background","rural","IT",14,17,11.8714065551758,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3359,45.4625015258789,10.9122219085693,4392.45014428286,2483.78766643032,91,"IT1343A","background","rural","IT",14,35,13.8155784606934,"AT.CH.IT","Cfa","Cfa","ZZZ","SE","SE","2009-06-14 00:00:00 CEST"
3423,52.9180564880371,5.57389497756958,4023.47975743737,3321.2211844584,0,"NL00918","background","rural","NL",15,22.4340000152588,14.104024887085,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
3424,52.6550025939941,6.01807022094727,4051.68628788528,3290.25879339621,0,"NL00818","background","rural","NL",15,19.3299999237061,13.9052438735962,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
3426,52.4494438171387,5.61944723129272,4023.37773605754,3268.97077406272,-4,"NL00631","background","rural","NL",15,22.8320007324219,12.9328117370605,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
3427,51.5194435119629,5.14890193939209,3984.56678604858,3167.71473043127,15,"NL00230","background","rural","NL",15,31.3519992828369,12.1434984207153,"FR.BENELUX","Cfb","Cfb","ZZZ","WE","WE","2009-06-14 00:00:00 CEST"
